Kematangan,r_avg,g_avg,b_avg,hijau,hitam,Berat,luas,keliling,x,y
3,53.4233793381951,46.8391809392593,14.994569316639,0.885858849799273,0.114141150200727,350,0.112936284372904,882,224,531
3,45.9784149721602,43.8349726507886,9.8615072516426,0.986582942922318,0.0134170570776816,350,0.109373574782025,908,274,620
3,56.8955595552159,50.4015631549101,17.2353547854785,0.836756330284277,0.163243669715723,350,0.108810194500335,825,269,224
3,51.3374606718766,50.3447071957779,13.7362173568979,0.966426469095707,0.0335735309042931,370,0.132166331321261,882,218,309
3,52.0696848646249,51.5001614009603,15.7011628148857,0.93662994794819,0.0633700520518097,370,0.13297384305835,886,211,305
3,52.1718469690016,50.7700571571613,12.6966126656848,0.974008093787809,0.0259919062121907,370,0.128606304493628,869,314,208
3,51.9927588258221,50.7133479661121,13.8193806587062,0.950460522267123,0.0495394777328766,370,0.130782025486251,858,292,220
3,45.913338005139,44.5901339958803,11.0093696961242,0.967722070034614,0.0322779299653862,370,0.126334004024145,918,253,527
1,42.541042962675,45.7301224727838,11.0247330287776,0.968045295489891,0.0319547045101089,175,0.110401073105298,796,196,277
1,54.2526421995207,58.3951570185395,17.7335790974894,0.797906419472821,0.202093580527179,175,0.10635814889336,805,204,281
1,46.4956693824051,49.316430645866,14.2923151890389,0.953224189776144,0.0467758102238557,175,0.104383635144199,846,301,535
1,39.4486171539068,43.0631503956441,9.57143739576255,0.989364679541002,0.010635320458998,175,0.105440643863179,811,289,196
1,44.8606325860709,48.3154024275427,14.0811851355875,0.967989007353877,0.0320109926461233,175,0.105429912810194,764,230,234
1,55.9976498237368,59.9620315968142,18.599443233448,0.830212821517169,0.169787178482831,173,0.102736418511066,750,209,237
1,40.8898924094364,42.9037854111144,12.0951601462323,0.976927252985885,0.0230727470141151,173,0.10871629778672,850,306,576
1,44.7845161290323,46.6977032258064,13.1761204673871,0.965341935483871,0.034658064516129,173,0.103957075788062,832,240,495
1,52.7392642680527,55.3270676691729,15.5480302488376,0.896452540747843,0.103547459252157,173,0.106328638497653,773,256,203
1,48.7172388139016,51.9102986502285,15.5955326652858,0.933414815602083,0.0665851843979169,173,0.100968477531858,751,234,214
2,56.9720330171664,56.5842298470091,17.2582284771952,0.835529526598341,0.164470473401659,520,0.126430583501006,864,272,232
2,42.9326437026768,41.1127439479578,11.7717836292725,0.987373360349792,0.012626639650208,520,0.125781354795439,856,266,242
2,54.4300059569398,53.9604927240235,16.3628015350877,0.851736022466173,0.148263977533827,520,0.12610060362173,855,265,225
2,41.6982624849743,38.6946344661786,11.5592481544005,0.986296579608786,0.0137034203912141,520,0.122749832327297,845,272,495
2,48.149696459049,46.7927495841165,14.394086270872,0.93306976040789,0.0669302395921101,520,0.124177062374245,864,273,221
1,52.0827366746221,53.6844117387077,15.2657610847189,0.83351012109962,0.16648987890038,374,0.121400402414487,812,270,209
1,42.7352817574021,45.5394269340974,20.7956506293138,0.868156638013372,0.131843361986628,374,0.140442655935614,829,326,218
1,62.5480964835804,64.556773363225,26.0268390329002,0.623510607381575,0.376489392618425,374,0.129239436619718,897,326,216
1,53.1943087903832,54.5181630353118,25.3937079315511,0.802009767092412,0.197990232907588,374,0.142830315224681,803,279,256
1,42.5601357082273,44.5660729431722,22.6345805454238,0.851041372160965,0.148958627839035,374,0.142334004024145,836,268,279
2,40.9706511433044,39.6322903574342,12.6561576601392,0.988401578796498,0.0115984212035016,523,0.121665995975855,824,229,251
2,54.0100676057517,54.0864223371078,16.4420932929005,0.859472130941667,0.140527869058334,523,0.128174379610999,854,267,232
2,48.6388947792527,47.0473090461852,13.8770194758131,0.937041435175368,0.0629585648246321,523,0.126513749161636,851,269,242
2,38.7781584491307,35.9523758857702,10.3332075281804,0.98412529525674,0.0158747047432596,523,0.126071093226023,835,270,222
2,36.7103235066799,34.0838467483714,10.7016310461192,0.988760075080049,0.0112399249199514,523,0.12148893360161,824,265,211
1,54.6956394116304,55.4355533087636,16.9795250365624,0.889028407423111,0.110971592576889,189,0.164512407780013,959,325,243
1,47.9669173407482,47.511296132457,13.2587408984751,0.943740520728008,0.0562594792719919,189,0.169808182427901,995,273,318
1,40.4493952302478,42.2132862784117,10.4232928505958,0.971829234165604,0.0281707658343957,189,0.172560697518444,1009,306,294
1,47.1394500084875,47.8753522322186,11.2620122477821,0.958954337124427,0.0410456628755729,189,0.158041582830315,970,247,325
1,55.9600702645253,56.0216107699575,22.0325282308657,0.860223783656117,0.139776216343883,189,0.181741113346747,934,355,263
1,71.6313078448656,67.0050410445705,26.4430996902604,0.535423093873953,0.464576906126047,186,0.0973950368879946,749,268,181
1,61.8509197785184,57.57719054242,20.6468033308435,0.711942687695174,0.288057312304826,186,0.102232059020791,751,205,242
1,64.8942115768463,64.6196782904779,27.2187758967681,0.712034754021369,0.287965245978631,186,0.114245472837022,820,218,251
1,59.9923810036614,55.6031391341805,19.7749695061413,0.73944647856989,0.26055352143011,186,0.0996485580147552,753,190,260
1,61.617592893511,61.3004008233127,18.886032421811,0.767251652042032,0.232748347957968,186,0.0990583501006036,773,269,193
1,49.1106400905764,48.9658232180942,12.0201504230649,0.93004028542089,0.0699597145791095,430,0.101888665325285,753,248,204
1,53.7545561511309,52.9606745979867,13.6576041826849,0.877944829389463,0.122055170610537,430,0.102602280348759,747,216,234
1,40.9112985618107,43.3562989547586,12.2763765937309,0.977182825557331,0.0228171744426689,430,0.102409121395037,756,235,213
1,49.7146434030889,49.5924569079121,12.4898591549296,0.926150440145485,0.0738495598545148,430,0.101789403085178,753,245,200
1,45.5681610247027,49.3568422428441,15.3775465498357,0.976133838713894,0.0238661612861064,430,0.102629107981221,790,220,236
2,49.7387362637363,55.7727163461538,22.531180876968,0.884581043956044,0.115418956043956,385,0.156244131455399,906,326,260
2,56.5618547977661,62.9241496023016,26.2836897244546,0.791995261465561,0.208004738534439,385,0.158524480214621,845,325,448
2,45.2200783948739,48.0936979828534,21.2336978290475,0.871579173453133,0.128420826546867,385,0.149888665325285,811,313,242
2,49.5029173080943,55.2700838132163,15.2376111817027,0.9069882357413,0.0930117642586997,385,0.141158953722334,911,293,237
2,45.2602961984718,50.9349495330629,13.6295114368656,0.962701631921517,0.0372983680784832,385,0.142199865861838,918,258,293
2,53.1548857953778,54.1993737892508,21.782850064232,0.871243861783124,0.128756138216876,390,0.119098591549296,969,286,267
2,50.6846025162133,51.7068084423769,19.0968624973679,0.865916538717144,0.134083461282856,390,0.117067739771965,843,247,241
2,45.328196528124,46.975116711236,14.0733415349674,0.978470742872683,0.0215292571273172,390,0.118379610999329,821,251,240
2,52.0747798238591,54.2213656639597,20.5337782842259,0.87347592359602,0.12652407640398,390,0.117276995305164,833,281,208
2,43.6669339687486,45.2113824863676,15.0122711383803,0.975438757274435,0.0245612427255648,390,0.11709188464118,953,357,199
1,57.9298326072002,53.2318692543412,11.1607539061588,0.851035000312689,0.148964999687311,385,0.128694835680751,845,276,240
1,40.5525547445255,40.240630670087,9.86541662043715,0.969238790406674,0.0307612095933264,385,0.128638497652582,856,264,246
1,42.6077826330068,41.1563360738915,10.3443206521739,0.982396918425249,0.017603081574751,385,0.129542588866533,868,237,267
1,57.0893334694294,52.1970603245892,12.0560944176898,0.850546085536389,0.149453914463611,385,0.131415157612341,860,226,280
1,38.7686003076247,39.18927708196,9.06402885807688,0.988815644913206,0.0111843550867941,385,0.122092555331992,821,278,214
