Kematangan,r_avg,g_avg,b_avg,hijau,hitam,Berat,luas,keliling,x,y
1,77.3757781146883,76.6685811112102,29.9474039369927,0.414072951038973,0.585927048961027,356,0.150409121395037,1060,416,479
1,57.470297444491,58.3653330540427,16.5671145753634,0.801717637201508,0.198282362798492,356,0.128075117370892,978,399,420
1,73.3075704844954,73.048860125914,22.1206127177551,0.474719430649513,0.525280569350487,356,0.137212608987257,900,259,256
2,89.360831666399,90.0056067397684,41.9401178746569,0.203375724568909,0.796624275431091,520,0.183739771965124,1010,321,321
2,70.6386914144176,74.7720590600573,20.6673107235471,0.447984688133303,0.552015311866697,520,0.166798122065728,966,294,291
2,77.8061974324923,77.2630957650878,36.3335071388041,0.320599085140918,0.679400914859082,520,0.181810865191147,1290,431,528
2,84.5809118902105,84.6951248104788,33.6713799719459,0.252700189130469,0.747299810869531,520,0.171635144198524,1020,258,342
2,54.3599752479387,56.3598080042814,19.2458711622114,0.84759085511682,0.15240914488318,520,0.16041046277666,957,275,296
1,95.703348181609,93.9070832549093,44.2283782652378,0.079469644687036,0.920530355312964,370,0.128281690140845,960,399,510
1,82.4743374478127,83.4496505717916,36.2266369116091,0.251679070611726,0.748320929388274,370,0.118234741784038,903,394,402
1,95.8442457066862,96.6033190062255,52.8941777520725,0.119538191700557,0.880461808299443,370,0.139189805499665,1384,496,518
1,87.2324276831576,88.9944804902226,43.4180136986301,0.192935027484906,0.807064972515094,370,0.119082494969819,1051,415,510
1,88.4536236870333,89.4338710003845,47.1324237395776,0.16625852542956,0.83374147457044,370,0.132558014755198,1122,496,521
2,87.6981005644184,82.3174144996263,36.0366952960885,0.220458235612484,0.779541764387516,175,0.104093896713615,776,240,211
2,74.6634782165085,70.7602030405061,29.03460130244,0.430440771349862,0.569559228650138,175,0.105175050301811,776,241,219
2,76.0720652147224,72.8633339062538,34.8646904831161,0.376678861688806,0.623321138311194,175,0.109260898725687,1136,431,678
2,91.5984946989398,86.9496649329866,42.9695540748334,0.17621024204841,0.82378975795159,175,0.107289067739772,893,399,497
2,72.9545170923029,70.3763426483041,37.2956814598959,0.466929625172706,0.533070374827294,175,0.120386317907445,1087,420,463
3,70.2867308388966,65.0503027480205,26.7184702111197,0.61618278735186,0.38381721264814,490,0.207356136820926,1078,357,297
3,43.619048849832,40.0228999741535,16.5156197308317,0.895153786508142,0.104846213491858,490,0.207592219986586,1137,346,352
3,36.9068859227025,33.0491791846242,11.5321571312559,0.933456072081119,0.0665439279188808,490,0.192346076458753,1064,278,335
3,46.1695077030624,43.8663995913209,20.5843797947297,0.909149571155863,0.0908504288441373,490,0.199560026827632,1096,407,261
3,40.7574236318374,37.2343378216678,12.4778592729911,0.944998418309104,0.0550015816908963,490,0.195055667337357,1082,361,284
3,38.5365489091379,32.8893615798097,11.2309769923308,0.972232602259335,0.0277673977406652,183,0.0933306505700872,735,204,236
3,42.7158813164327,36.9420223952708,11.6155005734884,0.973767975899505,0.0262320241004945,183,0.0943957075788062,735,193,243
3,44.798023255814,38.5510465116279,9.77249540910018,0.974738372093023,0.0252616279069767,183,0.0922870556673374,708,193,222
3,36.5051383163052,30.8742606201828,10.4704899777283,0.971261277409333,0.0287387225906674,183,0.0898028169014085,723,207,229
3,52.09468892261,44.4327769347496,11.2922998643148,0.986798179059181,0.0132018209408194,183,0.0883970489604292,721,237,190
3,33.6340683526432,27.7492629043644,11.4845644853651,0.937627174951206,0.0623728250487937,422,0.129207243460765,852,279,237
3,33.0198161432148,27.5113069819299,10.8781685371517,0.922376254286135,0.077623745713865,422,0.127530516431925,848,268,229
3,26.3203163926258,22.9631498090018,14.8323465519445,0.81203288490284,0.18796711509716,422,0.129223340040241,878,272,228
3,35.854666907384,30.4247658020902,14.5464449541284,0.915528274257287,0.0844717257427133,422,0.133738430583501,881,257,263
3,39.7439965070587,36.1764143293761,17.8522473191878,0.901324406927667,0.098675593072333,422,0.129032863849765,1029,381,514
3,51.5874526128001,40.4596496444411,11.9970337627592,0.933125201318169,0.0668747986818306,435,0.108273641851107,768,204,246
3,55.3873179091688,42.1352771388626,21.1642328660436,0.836084427005818,0.163915572994182,435,0.118969818913481,1072,377,590
3,52.9785869375328,41.7483341236367,11.7051586829906,0.916618832513914,0.0833811674860865,435,0.107495640509725,779,428,514
3,55.1067549542683,45.0335365853659,14.4207055088804,0.895769817073171,0.104230182926829,435,0.11263313212609,830,224,265
3,53.7517568990426,38.1234359313401,14.9633015262075,0.906633365165651,0.0933666348343495,435,0.109561368209256,795,242,229
1,44.0048891366814,44.3094952180812,9.95258174286137,0.961916198481794,0.0380838015182056,395,0.125107981220657,830,221,266
1,49.3009512640083,46.9147771696638,10.3206905710491,0.949722005038659,0.0502779949613413,395,0.123525150905433,836,214,282
1,44.1291741220601,43.6823463470369,10.4796906656125,0.956086834673508,0.0439131653264923,395,0.12444533869886,881,237,272
1,46.2152132754204,43.7013030404277,9.06548753092388,0.982024724356833,0.0179752756431674,395,0.120442655935614,810,283,210
1,51.9541576118037,52.0240192153723,12.2139552332125,0.929497884021503,0.0705021159784971,395,0.117276995305164,823,243,257
2,40.4354120663865,41.6834532374101,9.70157166314802,0.953468908041883,0.0465310919581167,530,0.150653252850436,909,252,293
2,33.8820730245622,34.816830354747,9.68210428521658,0.912914363405428,0.0870856365945724,530,0.149963782696177,946,262,291
2,34.2390290831052,33.9608525123955,12.7559163701068,0.856804558573226,0.143195441426774,530,0.14500871898055,907,300,225
2,31.3911864947282,31.2872062663185,11.2687334876435,0.910130946923644,0.0898690530763558,530,0.134602280348759,864,234,271
2,36.6394084864537,37.7120050028509,11.0042293233083,0.964465044418695,0.0355349555813055,530,0.145859154929577,919,235,285
1,43.1719787762977,48.447812697117,9.82734420021404,0.961726837594152,0.0382731624058476,523,0.144606304493628,894,244,283
1,44.0726929906456,50.1786479213576,10.3461712452706,0.976055796584107,0.0239442034158932,523,0.146551307847083,921,271,283
1,41.935603908126,48.0879694975528,8.99677114182297,0.991036239986802,0.00896376001319817,523,0.146352783366868,915,306,247
1,45.1715757344525,54.0073254483022,11.1518388153902,0.95747806180847,0.04252193819153,523,0.140630449362844,896,293,243
1,42.4973727422003,48.3656814449918,10.1215649452269,0.976372924648787,0.0236270753512133,523,0.147042253521127,935,253,290
1,44.4245928522959,50.8246154716128,15.0852340936375,0.954082786699842,0.0459172133001583,175,0.0948839704896043,765,218,256
1,42.7056876403201,49.8402509930344,11.1715693969171,0.978239594726844,0.0217604052731564,175,0.0932045606975184,718,190,243
1,42.9057044752864,46.7899125717748,12.9222681992337,0.976079868424849,0.0239201315751508,175,0.0929765258215962,731,189,241
1,54.2677099544642,59.6687128941149,18.3975995093888,0.825811285953081,0.174188714046919,175,0.0930865191146881,732,192,236
1,50.6815917464996,55.1232719233604,16.1919656453676,0.905408990420044,0.0945910095799558,175,0.0910127431254192,713,237,179
3,54.0784861657352,53.6797936935072,12.7259307919702,0.834282067204858,0.165717932795142,522,0.155525150905433,921,247,298
3,50.9564652033704,51.1947536322341,11.3473479047752,0.866621588820694,0.133378411179306,522,0.154736418511066,953,243,310
3,52.8297189875183,51.8429154173349,15.3011339932491,0.89904818352974,0.10095181647026,522,0.153894030851777,943,241,312
3,61.577556540807,62.2509723578277,22.9002877823319,0.735070505946188,0.264929494053812,522,0.167610999329309,908,349,247
3,50.9632105888342,50.2847955201086,17.1417395047633,0.875649075173935,0.124350924826065,522,0.158095238095238,1026,384,235
3,45.264836656993,45.0059107004979,10.95102407235,0.957906227535344,0.0420937724646556,188,0.100761904761905,735,241,204
3,42.6318630136986,42.4599178082192,9.95082856077807,0.951671232876712,0.0483287671232877,188,0.0979208584842388,732,233,208
3,42.4735837388756,44.6813378861614,12.5718129257542,0.97846368940392,0.0215363105960799,188,0.0997800134138162,744,233,211
3,46.9455664758613,51.6086780429852,18.9248389806777,0.935171184793174,0.0648288152068258,188,0.0993588195841717,861,374,495
3,52.0029693924166,51.8909604842394,13.485828196194,0.889761306532663,0.110238693467337,188,0.0939610999329309,718,236,190
2,41.0799447131997,40.8681409813407,12.9875354649495,0.990960608154803,0.00903939184519696,178,0.0970489604292421,735,214,224
2,47.6780701061336,45.5306154697006,11.0889657771231,0.968765636933449,0.0312343630665508,178,0.101867203219316,793,202,251
2,44.1190551181102,41.8292913385827,11.4304551122195,0.969632545931759,0.0303674540682415,178,0.102213279678068,754,217,225
2,38.4060253903561,37.5924600005508,11.5496612183295,0.985707597829978,0.0142924021700218,178,0.0974191817572099,782,211,485
2,44.2303812122716,44.2741255271645,15.4084698608964,0.988450618815293,0.0115493811847074,178,0.097327967806841,762,217,220
3,46.3644243208279,39.1078913324709,18.7442957260185,0.813699870633894,0.186300129366106,537,0.207377598926895,1108,344,355
3,34.5786887874856,26.930853002493,13.8426815877743,0.949236802589186,0.0507631974108145,537,0.184018779342723,1157,383,497
3,32.999715042886,24.4595075941071,12.1153189485149,0.943151055766107,0.0568489442338928,537,0.18829242119383,1228,496,517
3,46.3688951285269,39.9778230565667,22.9536289458266,0.803128377790754,0.196871622209246,537,0.215932930918846,1032,329,333
3,50.0329935125116,43.782745700327,21.7581191502006,0.813862041572885,0.186137958427115,537,0.202629107981221,1037,389,256
3,47.0831376521325,49.3010727934067,13.449280137054,0.943889374894486,0.0561106251055144,521,0.174800804828974,1110,369,283
3,45.2016948056148,48.1285982275697,12.5506194230269,0.96996895012614,0.0300310498738599,521,0.165891348088531,1017,296,298
3,50.9916658992541,53.1092949013107,19.9034810641831,0.876814930779384,0.123185069220616,521,0.174792756539235,985,362,266
3,53.1338869391857,54.9470779167285,16.6629902620111,0.858286787603183,0.141713212396817,521,0.162824949698189,986,327,244
3,52.9067706370919,57.5203708860967,23.0646156977139,0.843061448487132,0.156938551512868,521,0.163763916834339,1042,381,240
3,43.840236287678,46.8248281748349,13.2389249054565,0.971384933291407,0.0286150667085935,374,0.119441985244802,841,266,215
3,38.6572806645379,37.5351361007525,11.5280577329849,0.987137976464283,0.0128620235357167,374,0.120142186452046,803,223,259
3,33.6363360630877,34.3295636726028,8.0738418079096,0.972074179990468,0.0279258200095325,374,0.123830985915493,814,230,253
3,39.9497581593969,39.049936816419,11.6609194000732,0.977319273170944,0.0226807268290557,374,0.123133467471496,845,245,252
3,37.6812741538822,37.8583206464457,8.6027461155001,0.981777725729008,0.0182222742709919,374,0.114540576794098,836,247,239
2,52.2574244936207,52.1028796943704,12.5262576584837,0.891822244647877,0.108177755352123,510,0.148871898054997,907,242,294
2,55.6417207763796,54.3265659730122,12.3897166055733,0.869716645956211,0.130283354043789,510,0.153285043594903,915,263,278
2,57.3007878853591,55.759405833243,16.5763725058979,0.80114930066139,0.19885069933861,510,0.148458752515091,923,240,283
2,51.8008315114154,50.9203791978782,12.2388582143973,0.920056628794667,0.0799433712053331,510,0.149703554661301,981,295,266
2,59.1965033691495,57.6870515388818,19.1360290410406,0.765142961209252,0.234857038790748,510,0.147310529845741,1051,279,323
1,43.250476230792,47.062121661093,11.5232988699207,0.9479955975109,0.0520044024890996,391,0.126749832327297,846,212,281
1,48.4963109743244,53.3779459505038,19.51071101481,0.928348581306126,0.0716514186938741,391,0.127264922870557,890,230,285
1,44.96423183304,47.6781493588132,15.6299502536091,0.937494761545554,0.0625052384544464,391,0.128032193158954,990,300,265
1,46.7033940849067,50.2168285496017,13.6700255640217,0.933646185747026,0.0663538142529739,391,0.122910798122066,924,377,575
1,53.5335746935804,59.3148537680515,25.1175469199891,0.859127866995672,0.140872133004328,391,0.132641180415828,890,330,223
2,44.697400963249,47.0616132251486,12.7932465479337,0.972773029027639,0.0272269709723608,397,0.12365928906774,834,225,259
2,49.5318995082848,51.4964464278336,14.4557699392153,0.958658733110202,0.0413412668897979,397,0.129851106639839,865,226,288
2,53.500075597218,52.8824841245842,22.4111974916244,0.840867856062897,0.159132143937103,397,0.141950368879946,1125,399,476
2,40.9431536587949,42.5328179603939,10.9913371182459,0.989664301599068,0.0103356984009319,397,0.126666666666667,986,409,480
2,54.410429744085,53.0144857556736,14.9740761415653,0.818002575245453,0.181997424754547,397,0.133344064386318,1064,415,558
2,54.8179620280168,50.340799734528,18.213908587401,0.774585792505155,0.225414207494845,192,0.113183098591549,791,219,250
2,54.2295641791045,50.1783641791045,17.6141201483056,0.814591044776119,0.185408955223881,192,0.11234071093226,799,222,252
2,44.8260728623794,47.2636211754732,11.6048196831817,0.983891479440441,0.0161085205595591,192,0.107586854460094,784,252,215
2,59.2575158990172,55.9189631913664,20.5647275176129,0.698689535555984,0.301310464444016,192,0.11136686787391,790,241,239
2,50.3030208851318,52.2579976794298,21.6223623956182,0.828712912315598,0.171287087684402,192,0.129480885311871,1241,431,749
3,46.1224795368337,44.8631962467558,9.92498239023245,0.993711319624676,0.00628868037532442,183,0.107503688799463,776,262,208
3,50.432367922439,50.4321956741062,12.4679303135888,0.955461502497601,0.0445384975023992,183,0.109024815560027,913,281,263
3,59.7455933252344,54.7097210443074,22.7733829074704,0.838311137598276,0.161688862401724,183,0.117040912139504,894,285,227
3,51.0781457897738,49.236290629158,12.9905251980724,0.956971108154343,0.0430288918456567,183,0.112912139503689,878,280,240
3,63.5745482298488,57.1272588507558,17.3530374145099,0.720616475454232,0.279383524545768,183,0.108968477531858,819,268,206
3,48.5160785154993,46.6828917730344,10.6453525355589,0.974149951732275,0.025850048267725,385,0.125057008718981,828,217,268
3,50.2334519722848,48.841796011204,10.8393103949953,0.957374218141229,0.0426257818587705,385,0.127385647216633,858,262,252
3,59.3814011802598,57.4417327770692,17.6787129710486,0.8283867620674,0.1716132379326,385,0.124107310529846,884,299,215
3,52.5752403049387,51.2139128273119,12.6490262980758,0.910486410341399,0.0895135896586013,385,0.12950234741784,858,227,269
3,59.3075633817758,57.1021109578869,17.6564959759441,0.822828047098759,0.177171952901241,385,0.126452045606975,843,258,250
3,47.2877633239491,50.7494175322784,15.5642973412914,0.95624211241627,0.0437578875837297,387,0.110540576794098,994,396,449
3,41.0596149098988,42.5549000246853,11.1307648663983,0.979066897062454,0.0209331029375463,387,0.108678739101274,883,306,208
3,54.181824686941,57.2607751937985,25.6186356404137,0.840429338103757,0.159570661896243,387,0.112474849094567,743,281,193
3,52.7338137292084,56.8596196564989,18.1824641299278,0.876442542124939,0.123557457875061,387,0.0990315224681422,860,293,196
3,45.3693976666843,47.5654067465555,13.179520598402,0.971440637702581,0.0285593622974186,387,0.101639168343394,788,267,197
3,50.5195159629248,44.7279351184346,11.4760033305579,0.934552008238929,0.0654479917610711,187,0.104198524480215,781,273,200
3,49.0792289651129,43.2759210397733,17.268314903242,0.885835043486759,0.114164956513241,187,0.109810865191147,953,399,503
3,51.3551221547206,47.6440434907308,14.5889747129137,0.949000078220739,0.0509999217792611,187,0.102892018779343,832,397,552
3,49.772889479305,43.5388242035894,13.1005775415108,0.902998098512672,0.0970019014873278,187,0.102993963782696,799,399,504
3,48.0941252924357,44.6320509487913,12.051281304601,0.962152326488173,0.0378476735118274,187,0.103205902079142,763,203,237
3,57.2677673134385,54.3362835205568,18.1665247018739,0.788153863610575,0.211846136389425,523,0.141859154929577,903,286,248
3,61.5567564540516,53.3013757443393,18.5244521698371,0.694162886636426,0.305837113363574,523,0.143718309859155,917,303,234
3,53.715345625505,49.8273892602659,17.1031711469179,0.847902740027915,0.152097259972086,523,0.146081824279007,938,254,294
3,65.8983222041412,58.1062042908179,22.1566741310486,0.622299534257337,0.377700465742663,523,0.143428571428571,943,435,444
3,47.068276468863,45.1474239906149,15.0400563693044,0.929475021996285,0.0705249780037149,523,0.137209926224011,880,304,218
2,45.8716044092089,49.7713734733233,14.7273731535003,0.9702402209366,0.0297597790634002,387,0.112684104627767,811,399,419
2,38.9643000306539,45.5571930486453,10.1961753456899,0.977929213138721,0.0220707868612794,387,0.113773306505701,870,396,536
2,52.1788097144382,56.8035094742461,20.0714136223054,0.79190018681612,0.20809981318388,387,0.120627766599598,919,249,278
2,35.3705268328626,40.7747267591797,9.89801947366835,0.968144418518973,0.0318555814810266,387,0.109228705566734,870,245,265
2,34.5725544304389,40.0412291574098,7.96064406254838,0.984261359650148,0.0157386403498515,387,0.114717639168343,815,281,215
2,45.151288970546,43.3995521616811,18.4256625662566,0.94350347361773,0.0564965263822702,410,0.140177062374245,955,280,272
2,43.1073906312711,44.1479272977467,12.5125763522772,0.95176117577356,0.0482388242264396,410,0.140370221327968,898,260,266
2,41.2883877983174,41.5846353421469,10.9213901431454,0.960911120013735,0.0390888799862645,410,0.140627766599598,901,242,279
2,40.6751474567363,38.4700511962002,15.4331404265761,0.9681143057367,0.0318856942633003,410,0.137816230717639,890,254,268
2,42.6745754387291,41.4881840678542,17.8831717079193,0.945387913935433,0.0546120860645673,410,0.1420174379611,989,319,261
3,42.6476732536079,42.6042506022042,13.1627379301651,0.947048666624033,0.0529513333759673,390,0.125851106639839,932,387,472
3,42.3965242064196,43.9769906011704,14.8028604745246,0.972446355736833,0.0275536442631672,390,0.121024815560027,807,215,263
3,47.9179817782478,50.3928658586187,24.4097421827367,0.885015862686081,0.114984137313918,390,0.13191683433937,878,309,233
3,43.6422873231883,44.4936536312849,10.5753997093023,0.985899756430024,0.0141002435699761,390,0.120056338028169,804,271,212
3,45.2206254539052,45.6389225114989,12.1213431185282,0.964017694051366,0.0359823059486344,390,0.121902079141516,875,226,280
1,47.0025024556808,50.8287338042004,15.0959340360925,0.952313017447027,0.0476869825529725,382,0.114709590878605,797,219,248
1,48.72944010633,54.7865509220801,23.5850828008867,0.890139558066124,0.109860441933876,382,0.129180415828303,797,282,238
1,49.591625859203,53.0284828608653,15.3835329773416,0.929623972325801,0.0703760276741992,382,0.119431254191818,820,231,253
1,36.1007958152636,40.3410604909018,10.4610969080122,0.989404032726785,0.010595967273215,382,0.120010731052985,838,233,253
1,47.4121702915317,50.2075428042573,14.3268089865785,0.963743637204998,0.0362563627950023,382,0.115949027498323,796,238,245
2,46.8110378912685,50.64176276771,15.2655490836767,0.956946732564525,0.043053267435475,187,0.0977062374245473,804,222,227
2,40.1463153746552,46.2092833417779,12.8460830662817,0.963998198502505,0.0360018014974948,187,0.095307847082495,851,273,234
2,41.4728448882014,44.5441428772325,12.4265223434774,0.96793699901561,0.0320630009843904,187,0.0953856472166331,803,281,182
2,45.3457477211877,51.6565686952859,13.5926034443468,0.964230919647423,0.0357690803525766,187,0.089177733065057,853,288,204
2,48.5090321141838,51.9819636485281,15.4485578742105,0.9458909455843,0.0541090544157003,187,0.0962360831656606,744,233,213
1,66.1931967529957,61.9250354335781,25.0005943375837,0.622651720139157,0.377348279860843,183,0.1041046277666,843,227,256
1,63.9045730972218,64.2763147319635,22.3053083023143,0.611059018940713,0.388940981059287,183,0.100139503688799,769,218,237
1,57.5675576036866,53.6067149440421,20.8664314942853,0.779618169848585,0.220381830151415,183,0.1018779342723,919,280,259
1,65.0726900859567,64.8398607003676,21.8068052193751,0.60893839307924,0.39106160692076,183,0.097065057008719,756,272,183
1,61.4159819735649,56.9367151218708,19.9876836583882,0.719188810420159,0.280811189579841,183,0.0976284372904091,740,244,200
2,40.4850529894021,43.0618626274745,12.3917705869705,0.981553689262148,0.0184463107378524,220,0.10733199195171,804,267,190
2,39.9794961202239,43.704253020332,10.0216187040141,0.981632452607799,0.0183675473922012,220,0.109252850435949,816,292,193
2,44.6501469648562,48.2260702875399,13.4325142301819,0.977635782747604,0.0223642172523962,220,0.104963112005366,817,285,188
2,41.5936534102617,47.079152070884,13.189069338862,0.986322893055842,0.0136771069441583,220,0.104155600268276,803,275,192
2,45.1184678845021,47.5569593400118,12.701739317157,0.915945786682381,0.0840542133176193,220,0.113816230717639,829,239,245
2,53.2685263238562,48.5663013768616,12.44782699979,0.951643804122921,0.0483561958770787,197,0.105022132796781,755,243,206
2,48.4460570071259,47.2001187648456,13.2569668273482,0.951116389548694,0.0488836104513064,197,0.112944332662643,847,264,233
2,51.5605560849276,49.4116396686946,10.1257940464321,0.961982946077353,0.0380170539226465,197,0.109802816901408,771,244,208
2,59.6940300359935,53.8832319721981,14.5579191479615,0.858036490008688,0.141963509991312,197,0.108075117370892,779,236,231
2,53.1549925484352,50.25521609538,19.2779118572928,0.902099587972298,0.0979004120277023,197,0.122409121395037,818,278,236
1,46.319565948856,47.7003911507402,12.3916490992718,0.978003028263795,0.0219969717362046,187,0.127570757880617,836,246,254
1,51.262177221257,53.4135162662513,24.7612352391471,0.863179757553971,0.136820242446029,187,0.134334004024145,831,289,246
1,44.2761489275251,45.9111225166271,12.4279432964921,0.949231196937619,0.050768803062381,187,0.125448692152918,846,276,237
1,42.0740960937156,43.1695292200643,12.8733971997052,0.970471660721363,0.0295283392786365,187,0.121835010060362,859,230,529
1,44.5308542931483,46.9870555073721,13.3564337395736,0.977233304423244,0.0227666955767563,187,0.12372904091214,864,228,479
1,42.3834654694813,46.2176903238132,10.854314734635,0.985815264113096,0.0141847358869042,177,0.112343393695506,776,210,247
1,54.7782336479628,58.1111084760233,16.9422443068318,0.840440165061898,0.159559834938102,177,0.113121395036888,807,206,260
1,42.5217463558236,44.755733345995,10.096052017888,0.990005222923888,0.00999477707611224,177,0.113003353454058,786,231,236
1,45.9849499144881,49.7846078670902,12.7880759527287,0.938064989005619,0.0619350109943807,177,0.109805499664655,784,222,252
1,42.5297543389337,45.2646807330545,9.33712853757525,0.991657230015484,0.00834276998451619,177,0.116085848423877,817,245,245
1,52.5211899442324,47.9117393522509,18.9846770303862,0.83565258695002,0.16434741304998,387,0.152496311200537,947,233,320
1,42.1654842294213,45.9616890332507,16.2939186116316,0.93784084109753,0.0621591589024703,387,0.156928236083166,1031,424,678
1,41.3844993701095,44.1904398587626,14.4183818109656,0.965435866498696,0.0345641335013041,387,0.151197853789403,973,238,515
1,43.0691909895696,38.6093960908055,14.6364146496577,0.940503111578578,0.0594968884214217,387,0.153038229376258,1001,432,455
1,46.673197492163,50.3852838732149,20.2016242415273,0.919418321142459,0.0805816788575409,387,0.154044265593561,961,363,238
3,52.6129039952296,46.9102683363149,16.0461877016179,0.919976147883125,0.0800238521168754,350,0.112474849094567,888,259,554
3,48.458737921985,45.9666945007754,11.4830849719308,0.980985327448407,0.0190146725515925,350,0.112448021462106,825,282,295
